Execution,ScenarioID,Configuration_API_Description,Attribute[TTC],Attribute[DTO],Attribute[Jerk],Attribute[COL],Attribute[COLT],Attribute[SAC]
0,0_scenario_0,A pink BoxTruck is driving ahead (near) of the ego vehicle and maintaining lane.,100000,100000,2.5,False,None,0
0,0_scenario_1,A skyblue Hatchback is driving from the opposite direction (far) and maintaining lane.,100000,47.180685,2.96,False,None,0
0,0_scenario_2,A black Jeep is driving ahead (far) of the ego vehicle and switching lane.,100000,43.767347,2.22,False,None,0
0,0_scenario_3,A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,0.394239,5.229339,10.52,False,None,0
0,0_scenario_4,A pink Hatchback is crossing the road (far) and maintaining lane.,100000,11.72818,5.819999999999999,False,None,0
0,0_scenario_5,A black SchoolBus is overtaking (near) the ego vehicle and maintaining lane.,100000,19.967063,1.7800000000000002,False,None,0
0,0_scenario_6,A pink Hatchback is driving ahead (near) of the ego vehicle and switching lane.,0.592107,3.840406,5.179999999999999,True,npc_vehicle,6.005727215143864
1,1_scenario_0,A pink Jeep is driving ahead (far) of the ego vehicle and maintaining lane.,100000,50.758805,4.88,False,None,0
1,1_scenario_1,A pink SUV is overtaking (far) the ego vehicle and maintaining lane.,100000,35.483286,14.14,False,None,0
1,1_scenario_2,A black Sedan is driving ahead (far) of the ego vehicle and maintaining lane.,4.38075,23.191455,16.1,False,None,0
1,1_scenario_3,A black Jeep is driving ahead (far) of the ego vehicle and switching lane.,100000,16.01941,2.52,False,None,0
1,1_scenario_4,A red BoxTruck is overtaking (near) the ego vehicle and maintaining lane.,100000,5.044226,6.8,False,None,0
1,1_scenario_5,A skyblue Hatchback is driving ahead (far) of the ego vehicle and maintaining lane.,27.009049,3.990363,14.52,False,None,0
1,1_scenario_6,A red SUV is overtaking (near) the ego vehicle and maintaining lane.,2.357336,7.453104,8.08,False,None,0
1,1_scenario_7,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,0.780312,8.600134,2.54,False,None,0
1,1_scenario_8,A yellow Hatchback is overtaking (far) the ego vehicle and switching lane.,3.912596,12.276684,3.2399999999999998,False,None,0
1,1_scenario_9,A pedestrian is crossing the road from left to right.,6.050893,22.449759,3.68,False,None,0
1,1_scenario_10,A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,13.883921,5.291282,1.78,False,None,0
1,1_scenario_11,A pink Hatchback is driving from the opposite direction (far) and switching lane.,100000,4.131456,3.1199999999999997,False,None,0
1,1_scenario_12,A white SUV is driving ahead (far) of the ego vehicle and switching lane.,100000,25.637766,3.24,False,None,0
1,1_scenario_13,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,100000,11.94496,3.64,False,None,0
1,1_scenario_14,A white SUV is driving ahead (far) of the ego vehicle and switching lane.,100000,30.717075,4.88,False,None,0
2,2_scenario_0,A red SUV is overtaking (near) the ego vehicle and maintaining lane.,100000,6.189956,2.7,False,None,0
