Execution,ScenarioID,Configuration_API_Description,Attribute[TTC],Attribute[DTO],Attribute[Jerk],Attribute[COL],Attribute[COLT],Attribute[SAC]
0,0_scenario_0,A black SchoolBus is overtaking (near) the ego vehicle and maintaining lane.,100000,3.44994,5.66,False,None,0
0,0_scenario_1,A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,0.968867,6.646306,6.82,False,None,0
0,0_scenario_2,A red SUV is overtaking (near) the ego vehicle and maintaining lane.,100000,2.748902,8.96,False,None,0
0,0_scenario_3,A red Jeep is overtaking (near) the ego vehicle and switching lane.,1.555321,6.468535,6.46,False,None,0
0,0_scenario_4,A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,0.63476,3.796491,7.359999999999999,False,None,0
0,0_scenario_5,A skyblue Jeep is driving from the opposite direction (far) and maintaining lane.,0.831687,4.278693,8.14,False,None,0
0,0_scenario_6,A pink BoxTruck is driving ahead (near) of the ego vehicle and maintaining lane.,8.276521,3.699545,2.9800000000000004,False,None,0
0,0_scenario_7,A red Jeep is overtaking (near) the ego vehicle and switching lane.,1.609158,3.383563,1.48,False,None,0
0,0_scenario_8,A pedestrian is crossing the road from right to left.,1.61357,5.12556,4.779999999999999,False,None,0
0,0_scenario_9,A pedestrian is crossing the road from left to right.,4.442955,9.812735,10.6,False,None,0
0,0_scenario_10,A red SchoolBus is overtaking (far) the ego vehicle and switching lane.,7.746455,4.277768,3.14,False,None,0
0,0_scenario_11,A red BoxTruck is overtaking (near) the ego vehicle and maintaining lane.,100000,4.930711,6.76,False,None,0
0,0_scenario_12,A skyblue Sedan is overtaking (far) the ego vehicle and switching lane.,100000,4.954284,8.18,False,None,0
0,0_scenario_13,A red SUV is overtaking (near) the ego vehicle and maintaining lane.,100000,4.626003,6.88,False,None,0
0,0_scenario_14,A red BoxTruck is overtaking (near) the ego vehicle and maintaining lane.,100000,2.840951,4.74,False,None,0
0,0_scenario_15,A black SchoolBus is overtaking (near) the ego vehicle and maintaining lane.,100000,3.051215,5.4399999999999995,False,None,0
1,1_scenario_0,A black SchoolBus is overtaking (near) the ego vehicle and maintaining lane.,100000,3.806892,6.140000000000001,False,None,0
1,1_scenario_1,A black Jeep is overtaking (near) the ego vehicle and maintaining lane.,1.000574,4.114005,3.42,False,None,0
1,1_scenario_2,A red BoxTruck is overtaking (near) the ego vehicle and maintaining lane.,1.654395,4.857658,11.280000000000001,False,None,0
1,1_scenario_3_npc_vehicle,A red BoxTruck is overtaking (near) the ego vehicle and maintaining lane.,1.352596,5.082776,12.92,True,npc_vehicle,5.38806161361173
2,2_scenario_0,A red BoxTruck is overtaking (near) the ego vehicle and maintaining lane.,100000,3.35131,5.359999999999999,False,None,0
2,2_scenario_1_npc_vehicle,A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,100000,3.694431,6.62,True,npc_vehicle,2.249457023573207
3,3_scenario_0,A black SchoolBus is overtaking (near) the ego vehicle and maintaining lane.,100000,3.430994,10.68,False,None,0
3,3_scenario_1,A red BoxTruck is overtaking (near) the ego vehicle and maintaining lane.,100000,4.343162,8.28,False,None,0
3,3_scenario_2,A black Jeep is overtaking (near) the ego vehicle and maintaining lane.,0.924757,4.109987,12.879999999999999,False,None,0
3,3_scenario_3,A skyblue SUV is driving from the opposite direction (near) and maintaining lane.,3.30238,2.233985,2.8600000000000003,False,None,0
3,3_scenario_4,A yellow Hatchback is driving ahead (near) of the ego vehicle and maintaining lane.,0.654821,3.641209,7.620000000000001,False,None,0
3,3_scenario_5,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,0.897817,5.6689,5.58,False,None,0
3,3_scenario_6,A red SchoolBus is overtaking (near) the ego vehicle and switching lane.,1.620501,3.047144,2.7399999999999998,False,None,0
