Execution,ScenarioID,Configuration_API_Description,Attribute[TTC],Attribute[DTO],Attribute[Jerk],Attribute[COL],Attribute[COLT],Attribute[SAC]
0,0_scenario_0,A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,2.325018,12.092683,5.94,False,None,0.0
0,0_scenario_1,A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,0.87822,8.237002,13.48,False,None,0.0
0,0_scenario_2,A red Jeep is overtaking (near) the ego vehicle and switching lane.,0.541837,9.806513,1.8400000000000003,False,None,0.0
0,0_scenario_3_npc_vehicle,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,0.0,4.598745,7.26,True,npc_vehicle,5.465238310576484
1,1_scenario_0,A red SUV is driving ahead (near) of the ego vehicle and switching lane.,100000.0,12.537768,4.48,False,None,0.0
1,1_scenario_1,A pink BoxTruck is driving ahead (near) of the ego vehicle and maintaining lane.,0.830878,11.911796,3.3200000000000003,False,None,0.0
1,1_scenario_2,A yellow Sedan is overtaking (near) the ego vehicle and switching lane.,1.139593,11.584731,4.1000000000000005,False,None,0.0
1,1_scenario_3_obstacle,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,0.0,5.689906,6.9,True,obstacle,2.9825682920775964
2,2_scenario_0,A yellow Hatchback is overtaking (far) the ego vehicle and switching lane.,2.098472,38.099667,3.0,False,None,0.0
2,2_scenario_1,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,0.451341,5.79763,5.6000000000000005,False,None,0.0
2,2_scenario_2,A black Jeep is overtaking (near) the ego vehicle and maintaining lane.,1.847331,4.332958,8.059999999999999,False,None,0.0
2,2_scenario_3,A red Jeep is overtaking (near) the ego vehicle and switching lane.,1.311268,6.533003,9.32,False,None,0.0
2,2_scenario_4,A skyblue Jeep is overtaking (far) the ego vehicle and switching lane.,2.095961,3.412007,6.020000000000001,False,None,0.0
2,2_scenario_5,A red SUV is driving ahead (far) of the ego vehicle and maintaining lane.,1.383573,5.870624,2.1,False,None,0.0
2,2_scenario_6,A skyblue Sedan is overtaking (far) the ego vehicle and switching lane.,1.150366,7.497936,2.32,False,None,0.0
2,2_scenario_7,A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,4.69246,7.193069,9.6,False,None,0.0
2,2_scenario_8,A pink Jeep is driving ahead (far) of the ego vehicle and maintaining lane.,3.082993,21.833299,5.92,False,None,0.0
2,2_scenario_9,A pink Hatchback is driving ahead (near) of the ego vehicle and switching lane.,1.07345,4.619127,15.2,False,None,0.0
2,2_scenario_10,A white BoxTruck is overtaking (far) the ego vehicle and switching lane.,1.066675,13.409998,5.48,False,None,0.0
2,2_scenario_11,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,1.367019,6.31576,5.94,False,None,0.0
2,2_scenario_12,A black SchoolBus is overtaking (near) the ego vehicle and maintaining lane.,1.171166,11.632915,6.68,False,None,0.0
2,2_scenario_13_npc_vehicle,A white SchoolBus is driving ahead (near) of the ego vehicle and switching lane.,0.0,7.063559,8.66,True,npc_vehicle,5.214378148598594
3,3_scenario_0,A white SchoolBus is driving ahead (near) of the ego vehicle and switching lane.,100000.0,15.88372,6.34,False,None,0.0
3,3_scenario_1,A yellow SUV is overtaking (near) the ego vehicle and switching lane.,0.439072,8.700916,7.58,False,None,0.0
3,3_scenario_2_npc_vehicle,A pink SchoolBus is crossing the road (near) and switching lane.,0.0,4.929308,13.98,True,npc_vehicle,6.622593072074875
4,4_scenario_0,A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,1.968591,12.2793,4.92,False,None,0.0
4,4_scenario_1,A yellow SUV is overtaking (far) the ego vehicle and switching lane.,4.590287,21.327645,3.2,False,None,0.0
4,4_scenario_2,A yellow SUV is overtaking (near) the ego vehicle and switching lane.,1.138413,9.810502,8.12,False,None,0.0
4,4_scenario_3_npc_vehicle,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,0.0,4.802493,6.1,True,npc_vehicle,4.528141656411199
5,5_scenario_0,A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,2.185236,12.313878,5.5600000000000005,False,None,0.0
5,5_scenario_1,A yellow Hatchback is driving ahead (near) of the ego vehicle and maintaining lane.,0.896489,8.024066,8.719999999999999,False,None,0.0
5,5_scenario_2,A red SchoolBus is overtaking (near) the ego vehicle and switching lane.,0.879357,13.621077,2.1,False,None,0.0
5,5_scenario_3,A yellow Hatchback is driving ahead (near) of the ego vehicle and maintaining lane.,0.429495,5.662026,10.62,False,None,0.0
5,5_scenario_4_npc_vehicle,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,0.0,7.005115,2.32,True,npc_vehicle,6.182914464430924
6,6_scenario_0,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,100000.0,12.304258,5.279999999999999,False,None,0.0
6,6_scenario_1,A yellow Hatchback is driving ahead (near) of the ego vehicle and maintaining lane.,1.189697,8.580052,7.2,False,None,0.0
6,6_scenario_2,A red SchoolBus is overtaking (near) the ego vehicle and switching lane.,1.286618,10.719926,6.22,False,None,0.0
6,6_scenario_3_npc_vehicle,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,0.0,7.053691,6.719999999999999,True,npc_vehicle,5.598580862626966
7,7_scenario_0,A white SchoolBus is driving ahead (near) of the ego vehicle and switching lane.,100000.0,16.230411,4.52,False,None,0.0
7,7_scenario_1,A skyblue BoxTruck is driving ahead (near) of the ego vehicle and switching lane.,0.991532,14.209564,2.42,False,None,0.0
7,7_scenario_2_npc_vehicle,A black Hatchback is overtaking (near) the ego vehicle and switching lane.,0.0,7.358333,8.26,True,npc_vehicle,1.9178563945422265
8,8_scenario_0,A skyblue BoxTruck is driving ahead (near) of the ego vehicle and switching lane.,3.615477,16.267582,3.8,False,None,0.0
8,8_scenario_1,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,1.081959,7.925022,11.08,False,None,0.0
