Execution,ScenarioID,Configuration_API_Description,Attribute[TTC],Attribute[DTO],Attribute[Jerk],Attribute[COL],Attribute[COLT],Attribute[SAC]
0,0_scenario_0,A skyblue Jeep is overtaking (far) the ego vehicle and switching lane.,100000,15.036418,4.62,False,None,0
0,0_scenario_1,A red BoxTruck is driving ahead (far) of the ego vehicle and maintaining lane.,6.470351,3.508198,3.56,False,None,0
0,0_scenario_2,A yellow Hatchback is crossing the road (near) and maintaining lane.,0.833551,6.630883,10.719999999999999,False,None,0
0,0_scenario_3,A red BoxTruck is overtaking (near) the ego vehicle and maintaining lane.,0.609445,6.817605,5.08,False,None,0
0,0_scenario_4,A red BoxTruck is overtaking (near) the ego vehicle and maintaining lane.,10.839438,15.00196,1.6600000000000001,False,None,0
0,0_scenario_5,A pink Sedan is driving from the opposite direction (near) and maintaining lane.,1.135574,13.540364,11.0,False,None,0
0,0_scenario_6,A red SUV is driving ahead (far) of the ego vehicle and maintaining lane.,10.422795,10.368191,5.5200000000000005,False,None,0
0,0_scenario_7,A red SUV is overtaking (near) the ego vehicle and maintaining lane.,1.994713,13.173569,5.04,False,None,0
0,0_scenario_8,A yellow Hatchback is overtaking (far) the ego vehicle and switching lane.,3.149172,21.086005,0.7400000000000001,False,None,0
0,0_scenario_9,A white SUV is driving ahead (far) of the ego vehicle and switching lane.,5.975955,19.614246,2.2800000000000002,False,None,0
0,0_scenario_10,A white SchoolBus is driving ahead (near) of the ego vehicle and switching lane.,8.916117,3.718685,9.46,True,npc_vehicle,0.2668004273167119
1,1_scenario_0,A red SchoolBus is overtaking (far) the ego vehicle and switching lane.,100000,29.78567,2.3800000000000003,False,None,0
1,1_scenario_1,A pink Jeep is crossing the road (near) and switching lane.,100000,3.500822,3.1799999999999997,False,None,0
1,1_scenario_2,A red SUV is overtaking (near) the ego vehicle and maintaining lane.,100000,3.144935,10.36,False,None,0
1,1_scenario_3,A red Sedan is overtaking (near) the ego vehicle and maintaining lane.,1.238463,6.936509,9.2,False,None,0
1,1_scenario_4,A skyblue SUV is driving from the opposite direction (near) and maintaining lane.,0.896883,9.139289,5.08,False,None,0
1,1_scenario_5,A black Jeep is driving ahead (far) of the ego vehicle and switching lane.,15.357353,15.568767,2.3400000000000003,False,None,0
1,1_scenario_6,A yellow SUV is overtaking (near) the ego vehicle and switching lane.,8.473098,13.533745,5.56,False,None,0
1,1_scenario_7,A white SchoolBus is driving ahead (near) of the ego vehicle and switching lane.,1.776057,5.067451,10.5,True,npc_vehicle,6.0400644549143605
2,2_scenario_0,A black Hatchback is overtaking (near) the ego vehicle and switching lane.,100000,8.329265,2.78,False,None,0
2,2_scenario_1,A pink Sedan is driving from the opposite direction (near) and maintaining lane.,2.260388,13.497189,3.8600000000000003,False,None,0
2,2_scenario_2,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,1.851788,12.246903,3.8600000000000003,False,None,0
2,2_scenario_3,A red SUV is crossing the road (near) and maintaining lane.,5.651908,11.556081,9.18,False,None,0
2,2_scenario_4,A white Jeep is crossing the road (far) and maintaining lane.,5.69795,12.430559,2.34,False,None,0
2,2_scenario_5,A red SchoolBus is overtaking (far) the ego vehicle and switching lane.,2.675512,5.382897,9.52,False,None,0
2,2_scenario_6,A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,0.515537,4.013049,10.64,False,None,0
2,2_scenario_7,A black Hatchback is overtaking (near) the ego vehicle and switching lane.,2.195308,8.443659,2.4000000000000004,False,None,0
2,2_scenario_8,A white Sedan is driving ahead (far) of the ego vehicle and switching lane.,2.567614,11.767743,0.45999999999999996,False,None,0
2,2_scenario_9,A yellow Sedan is crossing the road (far) and switching lane.,5.339843,10.103199,0.82,False,None,0
2,2_scenario_10,A white BoxTruck is overtaking (far) the ego vehicle and switching lane.,8.748312,8.015113,3.42,False,None,0
2,2_scenario_11,A black SchoolBus is crossing the road (near) and maintaining lane.,12.008768,4.608244,0.6199999999999999,False,None,0
2,2_scenario_12,A yellow Sedan is overtaking (near) the ego vehicle and switching lane.,11.153677,3.911011,5.06,False,None,0
